10000000         -0.217391        18          28         0.0224609         3.33956e-05         
20000000         -0.428571        14          35         0.0239258         1.86313e-05         
30000000         1        40          0         0.0195312         1.01788e-05         
40000000         0.0967742        17          14         0.0146484         5.73275e-06         
50000000         0.75        14          2         0.0078125         2.30722e-06         
60000000         -0.333333        6          12         0.00927734         2.14734e-06         
70000000         0.263158        12          7         0.00927734         1.89893e-06         
80000000         -0.0196078        50          52         0.0498047         9.01836e-06         
90000000         -0.3        7          13         0.0102539         1.62812e-06         
100000000         -0.636364        4          18         0.0107422         1.59391e-06         
110000000         0.5        27          9         0.0175781         2.35403e-06         
120000000         -0.0243902        20          21         0.0200195         2.48813e-06         
130000000         0.125        18          14         0.015625         1.82432e-06         
140000000         -1        0          2         0.00146484         1.05613e-07         
150000000         0.105263        21          17         0.0185547         1.85024e-06         
160000000         0.0909091        18          15         0.0161133         1.49388e-06         
170000000         -0.333333        30          60         0.0439453         3.81903e-06         
180000000         0.428571        25          10         0.0170898         1.40193e-06         
190000000         0.5        6          2         0.00390625         3.04347e-07         
200000000         0.0384615        27          25         0.0253906         1.87093e-06         
210000000         -0.8        3          27         0.0146484         1.02802e-06         
220000000         -0.1875        13          19         0.015625         1.04231e-06         
230000000         0.0212766        24          23         0.0229492         1.45952e-06         
240000000         -0.32        17          33         0.0244141         1.48641e-06         
250000000         -0.106383        21          26         0.0229492         1.35185e-06         
260000000         -0.181818        9          13         0.0107422         6.09302e-07         
270000000         0.517241        22          7         0.0141602         7.76469e-07         
280000000         0.0666667        8          7         0.00732422         3.87398e-07         
290000000         0.454545        24          9         0.0161133         8.21199e-07         
300000000         -0.176471        14          20         0.0166016         8.15506e-07         
310000000         0.333333        14          7         0.0102539         4.85966e-07         
320000000         -0.73913        3          20         0.0112305         5.1335e-07         
330000000         -0.047619        10          11         0.0107422         4.52104e-07         
340000000         0.549296        55          16         0.034668         1.49793e-06         
350000000         0.625        26          6         0.015625         6.6175e-07         
360000000         -0.304348        8          15         0.0112305         4.59307e-07         
370000000         0.375        22          10         0.015625         6.24182e-07         
380000000         0.515152        25          8         0.0161133         6.2757e-07         
390000000         -0.142857        12          16         0.0141602         5.17761e-07         
400000000         -0.0909091        5          6         0.00585938         1.97669e-07         
410000000         -0.0434783        11          12         0.0112305         4.01914e-07         
420000000         0.0689655        31          27         0.0283203         9.89478e-07         
430000000         0.0526316        10          9         0.00927734         3.164e-07         
440000000         0.181818        13          9         0.0107422         3.5863e-07         
450000000         -0.333333        8          16         0.012207         3.82834e-07         
460000000         -0.375        5          11         0.0078125         2.48719e-07         
470000000         -0.133333        13          17         0.0141602         4.55224e-07         
480000000         -0.538462        9          30         0.019043         5.81492e-07         
490000000         0.04        39          36         0.0366211         1.09833e-06         
500000000         -0.473684        5          14         0.00927734         2.72575e-07         
510000000         0.444444        13          5         0.00878906         2.54293e-07         
520000000         0.542857        27          8         0.0170898         4.84377e-07         
530000000         0.571429        11          3         0.00683594         1.89569e-07         
540000000         0.230769        8          5         0.00634766         1.72909e-07         
550000000         -0.488372        11          32         0.0209961         5.61266e-07         
560000000         0.2        15          10         0.012207         3.21613e-07         
570000000         -0.103448        13          16         0.0141602         3.66795e-07         
580000000         -0.4        3          7         0.00488281         1.24376e-07         
590000000         0.0769231        7          6         0.00634766         1.59062e-07         
600000000         0.75        14          2         0.0078125         1.92138e-07         
610000000         -0.181818        9          13         0.0107422         2.59597e-07         
620000000         0.304348        15          8         0.0112305         2.66979e-07         
630000000         -0.4        3          7         0.00537109         1.14165e-07         
640000000         0.22449        30          19         0.0239258         5.51119e-07         
650000000         0        9          9         0.00878906         1.99476e-07         
660000000         0.333333        14          7         0.0102539         2.2892e-07         
670000000         0.368421        13          6         0.00927734         2.04675e-07         
680000000         0.4        14          6         0.00927734         2.12273e-07         
690000000         -0.16        21          29         0.0244141         5.24296e-07         
700000000         -0.142857        6          8         0.00634766         1.44694e-07         
710000000         -0.5        5          15         0.00976562         2.03524e-07         
720000000         0.285714        27          15         0.0205078         4.23152e-07         
730000000         0.571429        22          6         0.0136719         2.77068e-07         
740000000         -0.448276        8          21         0.0146484         2.84113e-07         
750000000         0.461538        19          7         0.0126953         2.50823e-07         
760000000         -0.16129        13          18         0.0151367         2.94238e-07         
770000000         0.0909091        12          10         0.0107422         2.06282e-07         
780000000         0.314286        23          12         0.0170898         3.23911e-07         
790000000         -0.0697674        20          23         0.0209961         3.92731e-07         
800000000         0.142857        16          12         0.0136719         2.5217e-07         
810000000         -0.0952381        19          23         0.0205078         3.73864e-07         
820000000         -0.333333        11          22         0.0161133         2.90167e-07         
830000000         -0.3125        11          21         0.015625         2.77815e-07         
840000000         -0.6        2          8         0.00537109         8.56047e-08         
850000000         -0.285714        5          9         0.00683594         1.18366e-07         
860000000         -0.133333        13          17         0.0146484         2.50267e-07         
870000000         0.230769        8          5         0.00634766         1.07241e-07         
880000000         -0.333333        4          8         0.00634766         9.77935e-08         
890000000         0.314286        23          12         0.0170898         2.81334e-07         
900000000         0.290323        20          11         0.0151367         2.45903e-07         
910000000         0.368421        13          6         0.00927734         1.48794e-07         
920000000         0.133333        17          13         0.0151367         2.31539e-07         
930000000         0.333333        18          9         0.0126953         2.06419e-07         
940000000         0.428571        10          4         0.00683594         1.06082e-07         
950000000         0.395349        60          26         0.0419922         6.45401e-07         
960000000         0.151515        19          14         0.015625         2.45256e-07         
970000000         0.52381        16          5         0.0102539         1.54395e-07         
980000000         -0.107692        29          36         0.0317383         4.73422e-07         
990000000         0.319149        31          16         0.0229492         3.40737e-07         
